month,level_1,level_2,value
2009-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",53.241
2009-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.373
2009-01,Export Price Index - Overall Items,Chemicals & Chemical Products,97.455
2009-01,Export Price Index - Overall Items,Manufactured Goods,99.619
2009-01,Export Price Index - Overall Items,Machinery & Transport Equipment,115.799
2009-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.057
2009-02,Export Price Index - Overall Items,Food & Live Animals,92.831
2009-02,Export Price Index - Overall Items,Beverages & Tobacco,98.066
2009-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),69.65
2009-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",51.539
2009-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,91.564
2009-02,Export Price Index - Overall Items,Chemicals & Chemical Products,98.547
2009-02,Export Price Index - Overall Items,Manufactured Goods,99.542
2009-02,Export Price Index - Overall Items,Machinery & Transport Equipment,116.95
2009-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,106.872
2009-03,Export Price Index - Overall Items,Food & Live Animals,92.473
2009-03,Export Price Index - Overall Items,Beverages & Tobacco,99.396
2009-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),70.43
2009-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",49.457
2009-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.314
2009-03,Export Price Index - Overall Items,Chemicals & Chemical Products,99.148
2009-03,Export Price Index - Overall Items,Manufactured Goods,99.243
2009-03,Export Price Index - Overall Items,Machinery & Transport Equipment,117.396
2009-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,108.187
2009-04,Export Price Index - Overall Items,Food & Live Animals,90.715
2009-04,Export Price Index - Overall Items,Beverages & Tobacco,98.851
2009-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),71.976
2009-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",54.994
2009-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,95.27
2009-04,Export Price Index - Overall Items,Chemicals & Chemical Products,98.803
2009-04,Export Price Index - Overall Items,Manufactured Goods,98.272
2009-04,Export Price Index - Overall Items,Machinery & Transport Equipment,115.732
2009-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,107.49
2009-05,Export Price Index - Overall Items,Food & Live Animals,88.561
2009-05,Export Price Index - Overall Items,Beverages & Tobacco,97.54
2009-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),72.079
2009-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",58.457
2009-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,96.227
2009-05,Export Price Index - Overall Items,Chemicals & Chemical Products,98.649
2009-05,Export Price Index - Overall Items,Manufactured Goods,98.19
2009-05,Export Price Index - Overall Items,Machinery & Transport Equipment,112.397
2009-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,106.537
2009-06,Export Price Index - Overall Items,Food & Live Animals,88.215
2009-06,Export Price Index - Overall Items,Beverages & Tobacco,97.271
2009-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),73.387
2009-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",68.041
2009-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.636
2009-06,Export Price Index - Overall Items,Chemicals & Chemical Products,98.573
2009-06,Export Price Index - Overall Items,Manufactured Goods,99.013
2009-06,Export Price Index - Overall Items,Machinery & Transport Equipment,112.631
2009-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,106.206
2009-07,Export Price Index - Overall Items,Food & Live Animals,87.715
2009-07,Export Price Index - Overall Items,Beverages & Tobacco,98.604
2009-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),72.48
2009-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",65.742
2009-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,98.848
2009-07,Export Price Index - Overall Items,Chemicals & Chemical Products,100.425
2009-07,Export Price Index - Overall Items,Manufactured Goods,98.027
2009-07,Export Price Index - Overall Items,Machinery & Transport Equipment,112.724
2009-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,106.348
2009-08,Export Price Index - Overall Items,Food & Live Animals,87.67
2009-08,Export Price Index - Overall Items,Beverages & Tobacco,98.658
2009-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),75.907
2009-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",71.801
2009-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,96.857
2009-08,Export Price Index - Overall Items,Chemicals & Chemical Products,100.574
2009-08,Export Price Index - Overall Items,Manufactured Goods,99.336
2009-08,Export Price Index - Overall Items,Machinery & Transport Equipment,112.849
2009-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.926
2009-09,Export Price Index - Overall Items,Food & Live Animals,88.087
2009-09,Export Price Index - Overall Items,Beverages & Tobacco,98.228
2009-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),78.588
2009-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",68.006
2009-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,94.876
2009-09,Export Price Index - Overall Items,Chemicals & Chemical Products,100.703
2009-09,Export Price Index - Overall Items,Manufactured Goods,98.856
2009-09,Export Price Index - Overall Items,Machinery & Transport Equipment,112.748
2009-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.498
2009-10,Export Price Index - Overall Items,Food & Live Animals,87.293
2009-10,Export Price Index - Overall Items,Beverages & Tobacco,97.454
2009-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),77.912
2009-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",70.753
2009-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.374
2009-10,Export Price Index - Overall Items,Chemicals & Chemical Products,98.389
2009-10,Export Price Index - Overall Items,Manufactured Goods,98.135
2009-10,Export Price Index - Overall Items,Machinery & Transport Equipment,111.484
2009-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.381
2009-11,Export Price Index - Overall Items,Food & Live Animals,88.004
2009-11,Export Price Index - Overall Items,Beverages & Tobacco,97.183
2009-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),80.962
2009-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",73.97
2009-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,89.702
2009-11,Export Price Index - Overall Items,Chemicals & Chemical Products,98.086
2009-11,Export Price Index - Overall Items,Manufactured Goods,97.665
2009-11,Export Price Index - Overall Items,Machinery & Transport Equipment,110.728
2009-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.585
2009-12,Export Price Index - Overall Items,Food & Live Animals,88.854
2009-12,Export Price Index - Overall Items,Beverages & Tobacco,97.393
2009-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),85.973
2009-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",72.92
2009-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,89.289
2009-12,Export Price Index - Overall Items,Chemicals & Chemical Products,98.944
2009-12,Export Price Index - Overall Items,Manufactured Goods,98.535
2009-12,Export Price Index - Overall Items,Machinery & Transport Equipment,110.958
2009-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.009
2010-01,Export Price Index - Overall Items,Food & Live Animals,90.978
2010-01,Export Price Index - Overall Items,Beverages & Tobacco,98.479
2010-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),91.561
2010-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",75.911
2010-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.362
2010-01,Export Price Index - Overall Items,Chemicals & Chemical Products,100.719
2010-01,Export Price Index - Overall Items,Manufactured Goods,100.1
2010-01,Export Price Index - Overall Items,Machinery & Transport Equipment,110.087
2010-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.411
2010-02,Export Price Index - Overall Items,Food & Live Animals,91.896
2010-02,Export Price Index - Overall Items,Beverages & Tobacco,98.98
2010-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),95.035
2010-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",74.742
2010-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.896
2010-02,Export Price Index - Overall Items,Chemicals & Chemical Products,102.627
2010-02,Export Price Index - Overall Items,Manufactured Goods,99.735
2010-02,Export Price Index - Overall Items,Machinery & Transport Equipment,111.652
2010-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,105.651
2010-03,Export Price Index - Overall Items,Food & Live Animals,92.542
2010-03,Export Price Index - Overall Items,Beverages & Tobacco,98.629
2010-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),115.426
2010-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",76.943
2010-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.753
2010-03,Export Price Index - Overall Items,Chemicals & Chemical Products,101.956
2010-03,Export Price Index - Overall Items,Manufactured Goods,100.676
2010-03,Export Price Index - Overall Items,Machinery & Transport Equipment,110.572
2010-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,104.718
2010-04,Export Price Index - Overall Items,Food & Live Animals,92.691
2010-04,Export Price Index - Overall Items,Beverages & Tobacco,98.113
2010-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),119.787
2010-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",80.559
2010-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.816
2010-04,Export Price Index - Overall Items,Chemicals & Chemical Products,101.374
2010-04,Export Price Index - Overall Items,Manufactured Goods,101.839
2010-04,Export Price Index - Overall Items,Machinery & Transport Equipment,109.39
2010-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,103.973
2010-05,Export Price Index - Overall Items,Food & Live Animals,93.715
2010-05,Export Price Index - Overall Items,Beverages & Tobacco,97.971
2010-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),115.795
2010-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",77.333
2010-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,93.862
2010-05,Export Price Index - Overall Items,Chemicals & Chemical Products,101.953
2010-05,Export Price Index - Overall Items,Manufactured Goods,100.853
2010-05,Export Price Index - Overall Items,Machinery & Transport Equipment,110.017
2010-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,104.134
2010-06,Export Price Index - Overall Items,Food & Live Animals,94.443
2010-06,Export Price Index - Overall Items,Beverages & Tobacco,98.045
2010-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),104.863
2010-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",74.193
2010-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,93.869
2010-06,Export Price Index - Overall Items,Chemicals & Chemical Products,101.97
2010-06,Export Price Index - Overall Items,Manufactured Goods,100.658
2010-06,Export Price Index - Overall Items,Machinery & Transport Equipment,110.806
2010-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,104.223
2010-07,Export Price Index - Overall Items,Food & Live Animals,95.691
2010-07,Export Price Index - Overall Items,Beverages & Tobacco,98.283
2010-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),103.048
2010-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",73.143
2010-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.982
2010-07,Export Price Index - Overall Items,Chemicals & Chemical Products,100.664
2010-07,Export Price Index - Overall Items,Manufactured Goods,100.507
2010-07,Export Price Index - Overall Items,Machinery & Transport Equipment,109.362
2010-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,104.052
2010-08,Export Price Index - Overall Items,Food & Live Animals,95.176
2010-08,Export Price Index - Overall Items,Beverages & Tobacco,97.804
2010-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),103.336
2010-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",73.538
2010-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,95.932
2010-08,Export Price Index - Overall Items,Chemicals & Chemical Products,98.886
2010-08,Export Price Index - Overall Items,Manufactured Goods,101.698
2010-08,Export Price Index - Overall Items,Machinery & Transport Equipment,108.882
2010-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,103.384
2010-09,Export Price Index - Overall Items,Food & Live Animals,95.095
2010-09,Export Price Index - Overall Items,Beverages & Tobacco,97.988
2010-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),104.213
2010-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",72.804
2010-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,96.862
2010-09,Export Price Index - Overall Items,Chemicals & Chemical Products,97.897
2010-09,Export Price Index - Overall Items,Manufactured Goods,103.419
2010-09,Export Price Index - Overall Items,Machinery & Transport Equipment,107.622
2010-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.788
2010-10,Export Price Index - Overall Items,Food & Live Animals,94.728
2010-10,Export Price Index - Overall Items,Beverages & Tobacco,95.967
2010-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),101.617
2010-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",75.396
2010-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,98.356
2010-10,Export Price Index - Overall Items,Chemicals & Chemical Products,97.672
2010-10,Export Price Index - Overall Items,Manufactured Goods,104.855
2010-10,Export Price Index - Overall Items,Machinery & Transport Equipment,105.547
2010-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.515
2010-11,Export Price Index - Overall Items,Food & Live Animals,94.372
2010-11,Export Price Index - Overall Items,Beverages & Tobacco,95.93
2010-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),105.214
2010-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",78.507
2010-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,104.865
2010-11,Export Price Index - Overall Items,Chemicals & Chemical Products,98.964
2010-11,Export Price Index - Overall Items,Manufactured Goods,104.237
2010-11,Export Price Index - Overall Items,Machinery & Transport Equipment,105.648
2010-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.578
2010-12,Export Price Index - Overall Items,Food & Live Animals,95.714
2010-12,Export Price Index - Overall Items,Beverages & Tobacco,97.181
2010-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),107.651
2010-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",82.016
2010-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,109.336
2010-12,Export Price Index - Overall Items,Chemicals & Chemical Products,99.819
2010-12,Export Price Index - Overall Items,Manufactured Goods,105.092
2010-12,Export Price Index - Overall Items,Machinery & Transport Equipment,105.47
2010-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.799
2011-01,Export Price Index - Overall Items,Food & Live Animals,98.387
2011-01,Export Price Index - Overall Items,Beverages & Tobacco,99.522
2011-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),113.391
2011-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",85.873
2011-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,108.874
2011-01,Export Price Index - Overall Items,Chemicals & Chemical Products,99.572
2011-01,Export Price Index - Overall Items,Manufactured Goods,106.118
2011-01,Export Price Index - Overall Items,Machinery & Transport Equipment,105.402
2011-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,99.507
2011-02,Export Price Index - Overall Items,Food & Live Animals,99.033
2011-02,Export Price Index - Overall Items,Beverages & Tobacco,99.137
2011-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),118.68
2011-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",91.915
2011-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,113.918
2011-02,Export Price Index - Overall Items,Chemicals & Chemical Products,100.579
2011-02,Export Price Index - Overall Items,Manufactured Goods,108.614
2011-02,Export Price Index - Overall Items,Machinery & Transport Equipment,104.932
2011-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.518
2011-03,Export Price Index - Overall Items,Food & Live Animals,99.804
2011-03,Export Price Index - Overall Items,Beverages & Tobacco,98.625
2011-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),117.341
2011-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",100.288
2011-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,112.307
2011-03,Export Price Index - Overall Items,Chemicals & Chemical Products,101.357
2011-03,Export Price Index - Overall Items,Manufactured Goods,108.224
2011-03,Export Price Index - Overall Items,Machinery & Transport Equipment,103.648
2011-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.897
2011-04,Export Price Index - Overall Items,Food & Live Animals,101.112
2011-04,Export Price Index - Overall Items,Beverages & Tobacco,97.591
2011-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),119.522
2011-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",104.603
2011-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,107.683
2011-04,Export Price Index - Overall Items,Chemicals & Chemical Products,101.511
2011-04,Export Price Index - Overall Items,Manufactured Goods,108.686
2011-04,Export Price Index - Overall Items,Machinery & Transport Equipment,102.892
2011-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.403
2011-05,Export Price Index - Overall Items,Food & Live Animals,101.847
2011-05,Export Price Index - Overall Items,Beverages & Tobacco,97.008
2011-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),116.579
2011-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",99.225
2011-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,106.957
2011-05,Export Price Index - Overall Items,Chemicals & Chemical Products,101.084
2011-05,Export Price Index - Overall Items,Manufactured Goods,105.971
2011-05,Export Price Index - Overall Items,Machinery & Transport Equipment,101.927
2011-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,97.997
2011-06,Export Price Index - Overall Items,Food & Live Animals,102.459
2011-06,Export Price Index - Overall Items,Beverages & Tobacco,97.097
2011-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),113.936
2011-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",98.279
2011-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,106.733
2011-06,Export Price Index - Overall Items,Chemicals & Chemical Products,100.793
2011-06,Export Price Index - Overall Items,Manufactured Goods,104.386
2011-06,Export Price Index - Overall Items,Machinery & Transport Equipment,101.427
2011-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.575
2011-07,Export Price Index - Overall Items,Food & Live Animals,104.328
2011-07,Export Price Index - Overall Items,Beverages & Tobacco,96.235
2011-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),112.669
2011-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",98.614
2011-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,104.927
2011-07,Export Price Index - Overall Items,Chemicals & Chemical Products,99.31
2011-07,Export Price Index - Overall Items,Manufactured Goods,104.895
2011-07,Export Price Index - Overall Items,Machinery & Transport Equipment,99.428
2011-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.665
2011-08,Export Price Index - Overall Items,Food & Live Animals,104.25
2011-08,Export Price Index - Overall Items,Beverages & Tobacco,96.348
2011-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),111.398
2011-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",95.35
2011-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,104.254
2011-08,Export Price Index - Overall Items,Chemicals & Chemical Products,99.255
2011-08,Export Price Index - Overall Items,Manufactured Goods,103.188
2011-08,Export Price Index - Overall Items,Machinery & Transport Equipment,98.463
2011-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,98.942
2011-09,Export Price Index - Overall Items,Food & Live Animals,105.164
2011-09,Export Price Index - Overall Items,Beverages & Tobacco,98.391
2011-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),114.042
2011-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",97.339
2011-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,106.67
2011-09,Export Price Index - Overall Items,Chemicals & Chemical Products,101.413
2011-09,Export Price Index - Overall Items,Manufactured Goods,103.329
2011-09,Export Price Index - Overall Items,Machinery & Transport Equipment,100.506
2011-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.731
2011-10,Export Price Index - Overall Items,Food & Live Animals,106.097
2011-10,Export Price Index - Overall Items,Beverages & Tobacco,99.026
2011-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),110.324
2011-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",99.271
2011-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,105.725
2011-10,Export Price Index - Overall Items,Chemicals & Chemical Products,102.611
2011-10,Export Price Index - Overall Items,Manufactured Goods,102.999
2011-10,Export Price Index - Overall Items,Machinery & Transport Equipment,102.566
2011-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,101.925
2011-11,Export Price Index - Overall Items,Food & Live Animals,105.362
2011-11,Export Price Index - Overall Items,Beverages & Tobacco,100.061
2011-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),104.912
2011-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",102.381
2011-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,104.484
2011-11,Export Price Index - Overall Items,Chemicals & Chemical Products,101.768
2011-11,Export Price Index - Overall Items,Manufactured Goods,103.167
2011-11,Export Price Index - Overall Items,Machinery & Transport Equipment,102.696
2011-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,102.493
2011-12,Export Price Index - Overall Items,Food & Live Animals,105.558
2011-12,Export Price Index - Overall Items,Beverages & Tobacco,99.776
2011-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),103.061
2011-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",100.074
2011-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,103.715
2011-12,Export Price Index - Overall Items,Chemicals & Chemical Products,101.498
2011-12,Export Price Index - Overall Items,Manufactured Goods,101.922
2011-12,Export Price Index - Overall Items,Machinery & Transport Equipment,103.64
2011-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,102.35
2012-01,Export Price Index - Overall Items,Food & Live Animals,106.003
2012-01,Export Price Index - Overall Items,Beverages & Tobacco,100.5
2012-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),103.614
2012-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",105.539
2012-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,103.069
2012-01,Export Price Index - Overall Items,Chemicals & Chemical Products,102.149
2012-01,Export Price Index - Overall Items,Manufactured Goods,103.786
2012-01,Export Price Index - Overall Items,Machinery & Transport Equipment,103.429
2012-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,101.869
2012-02,Export Price Index - Overall Items,Food & Live Animals,104.49
2012-02,Export Price Index - Overall Items,Beverages & Tobacco,99.694
2012-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),105.532
2012-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",106.951
2012-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.721
2012-02,Export Price Index - Overall Items,Chemicals & Chemical Products,100.764
2012-02,Export Price Index - Overall Items,Manufactured Goods,103.521
2012-02,Export Price Index - Overall Items,Machinery & Transport Equipment,100.815
2012-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.998
2012-03,Export Price Index - Overall Items,Food & Live Animals,103.528
2012-03,Export Price Index - Overall Items,Beverages & Tobacco,99.853
2012-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),107.645
2012-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",109.42
2012-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.932
2012-03,Export Price Index - Overall Items,Chemicals & Chemical Products,101.855
2012-03,Export Price Index - Overall Items,Manufactured Goods,102.622
2012-03,Export Price Index - Overall Items,Machinery & Transport Equipment,100.913
2012-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.622
2012-04,Export Price Index - Overall Items,Food & Live Animals,102.015
2012-04,Export Price Index - Overall Items,Beverages & Tobacco,100.764
2012-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),107.195
2012-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",107.062
2012-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,103.697
2012-04,Export Price Index - Overall Items,Chemicals & Chemical Products,102.208
2012-04,Export Price Index - Overall Items,Manufactured Goods,101.289
2012-04,Export Price Index - Overall Items,Machinery & Transport Equipment,102.08
2012-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.353
2012-05,Export Price Index - Overall Items,Food & Live Animals,102.052
2012-05,Export Price Index - Overall Items,Beverages & Tobacco,100.621
2012-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),106.164
2012-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",100.662
2012-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,103.909
2012-05,Export Price Index - Overall Items,Chemicals & Chemical Products,101.952
2012-05,Export Price Index - Overall Items,Manufactured Goods,100.29
2012-05,Export Price Index - Overall Items,Machinery & Transport Equipment,101.852
2012-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,99.677
2012-06,Export Price Index - Overall Items,Food & Live Animals,102.008
2012-06,Export Price Index - Overall Items,Beverages & Tobacco,101.78
2012-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),102.771
2012-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",92.043
2012-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,100.556
2012-06,Export Price Index - Overall Items,Chemicals & Chemical Products,100.702
2012-06,Export Price Index - Overall Items,Manufactured Goods,99.829
2012-06,Export Price Index - Overall Items,Machinery & Transport Equipment,101.933
2012-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,100.837
2012-07,Export Price Index - Overall Items,Food & Live Animals,98.054
2012-07,Export Price Index - Overall Items,Beverages & Tobacco,100.327
2012-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),98.286
2012-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",93.005
2012-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,99.989
2012-07,Export Price Index - Overall Items,Chemicals & Chemical Products,98.45
2012-07,Export Price Index - Overall Items,Manufactured Goods,98.41
2012-07,Export Price Index - Overall Items,Machinery & Transport Equipment,100.846
2012-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,101.227
